"order","family","genus","scientificName","specimens","lastcollected"
"Asterales","Asteraceae","Bigelowia","Bigelowia nudata",1,NA
"Asterales","Asteraceae","Carduus","Carduus crispus",1,1925
"Asterales","Asteraceae","Centaurea","Centaurea montana",1,1933
"Asterales","Asteraceae","Centaurea","Centaurea scabiosa",1,2002
"Asterales","Asteraceae","Chaetopappa","Chaetopappa asteroides",1,NA
"Asterales","Asteraceae","Chrysanthemum","Chrysanthemum maximum",1,1933
"Asterales","Asteraceae","Chrysanthemum","Chrysanthemum nipponicum",1,1979
"Asterales","Asteraceae","Chrysogonum","Chrysogonum virginianum",1,1945
"Asterales","Asteraceae","Chrysopsis","Chrysopsis mariana",1,1932
"Asterales","Asteraceae","Cnicus","Cnicus benedictus",1,1912
"Asterales","Asteraceae","Conoclinium","Conoclinium coelestinum",1,1997
"Asterales","Asteraceae","Emilia","Emilia flammea",1,1933
"Asterales","Asteraceae","Engelmannia","Engelmannia pinnatifida",1,1901
"Asterales","Asteraceae","Erechtites","Erechtites megalocarpus",1,1934
"Asterales","Asteraceae","Eupatorium","Eupatorium dubium",1,1997
"Asterales","Asteraceae","Eupatorium","Eupatorium verticillatum",1,1931
"Asterales","Asteraceae","Euthamia","Euthamia caroliniana",1,1895
"Asterales","Asteraceae","Euthamia","Euthamia gymnospermoides",1,1934
"Asterales","Asteraceae","Gaillardia","Gaillardia picta",1,1870
"Asterales","Asteraceae","Grindelia","Grindelia lanceolata",1,1909
"Asterales","Asteraceae","Gynura","Gynura aurantiaca",1,1997
"Asterales","Asteraceae","Hasteola","Hasteola suaveolens",1,1941
"Asterales","Asteraceae","Helenium","Helenium tenuifolium",1,1908
"Asterales","Asteraceae","Helianthus","Helianthus cucumerifolius",1,1898
"Asterales","Asteraceae","Helianthus","Helianthus doronicoides",1,1935
"Asterales","Asteraceae","Helianthus","Helianthus microcephalus",1,1937
"Asterales","Asteraceae","Helianthus","Helianthus scaberrimus",1,1947
"Asterales","Asteraceae","Helichrysum","Helichrysum bracteatum",1,1939
"Asterales","Asteraceae","Hypochaeris","Hypochaeris radicata",1,2009
"Asterales","Asteraceae","Kleinia","Kleinia articulata",1,1968
"Asterales","Asteraceae","Lactuca","Lactuca canadensis var. typica",1,1927
"Asterales","Asteraceae","Lactuca","Lactuca sativa",1,1893
"Asterales","Asteraceae","Leontodon","Leontodon leysseri",1,1963
"Asterales","Asteraceae","Leontopodium","Leontopodium alpinum",1,1901
"Asterales","Asteraceae","Liatris","Liatris novae-angliae",1,1956
"Asterales","Asteraceae","Liatris","Liatris squarrosa",1,1948
"Asterales","Asteraceae","Nabalus","Nabalus altissimus",1,1904
"Asterales","Asteraceae","Nabalus","Nabalus serpentarius",1,1906
"Asterales","Asteraceae","Nipponanthemum","Nipponanthemum nipponicum",1,2006
"Asterales","Asteraceae","Parthenium","Parthenium hysterophorus",1,1908
"Asterales","Asteraceae","Petasites","Petasites hybridus",1,1978
"Asterales","Asteraceae","Pluchea","Pluchea camphorata",1,1930
"Asterales","Asteraceae","Pyrrhopappus","Pyrrhopappus carolinianus",1,1973
"Asterales","Asteraceae","Ratibida","Ratibida pinnata",1,1900
"Asterales","Asteraceae","Santolina","Santolina chamaecyparissus",1,1932
"Asterales","Asteraceae","Senecio","Senecio balsamitae",1,1904
"Asterales","Asteraceae","Senecio","Senecio canus",1,1994
"Asterales","Asteraceae","Senecio","Senecio cineraria",1,1968
"Asterales","Asteraceae","Silphium","Silphium integrifolium",1,1938
"Asterales","Asteraceae","Solidago","Solidago curtisii",1,NA
"Asterales","Asteraceae","Solidago","Solidago humilis",1,1927
"Asterales","Asteraceae","Solidago","Solidago multiradiata",1,1975
"Asterales","Asteraceae","Solidago","Solidago serotina var. gigantea",1,1928
"Asterales","Asteraceae","Solidago","Solidago shortii",1,1948
"Asterales","Asteraceae","Stokesia","Stokesia laevis",1,1990
"Asterales","Asteraceae","Symphyotrichum","Symphyotrichum cordifolium",1,2011
"Asterales","Asteraceae","Symphyotrichum","Symphyotrichum gravesii",1,1936
"Asterales","Asteraceae","Symphyotrichum","Symphyotrichum lanceolatum",1,1997
"Asterales","Asteraceae","Symphyotrichum","Symphyotrichum lowrieanum",1,2003
"Asterales","Asteraceae","Symphyotrichum","Symphyotrichum racemosum",1,2013
"Asterales","Asteraceae","Tagetes","Tagetes minuta",1,1947
"Asterales","Asteraceae","Taraxacum","Taraxacum laevigatum",1,1936
"Asterales","Asteraceae","Tithonia","Tithonia rotundifolia",1,2001
"Asterales","Asteraceae","Tithonia","Tithonia speciosa",1,1934
"Asterales","Asteraceae","Tripleurospermum","Tripleurospermum maritima",1,1998
"Asterales","Asteraceae","Verbesina","Verbesina helianthoides",1,2004
"Asterales","Asteraceae","Vernonia","Vernonia altissima",1,1989
"Asterales","Asteraceae","Xanthium","Xanthium spinosum",1,1894
"Asterales","Asteraceae","Zinnia","Zinnia elegans",1,1907
"Asterales","Campanulaceae","Campanula","Campanula bononiensis",1,1978
"Asterales","Campanulaceae","Campanula","Campanula carpatica",1,1936
"Asterales","Campanulaceae","Campanula","Campanula latifolia",1,1924
"Asterales","Campanulaceae","Campanula","Campanula patula",1,1954
"Asterales","Campanulaceae","Specularia","Specularia speculum-veneris",1,2001
"Asterales","Menyanthaceae","Nymphoides","Nymphoides cristata",1,2006
"Asterales","Menyanthaceae","Nymphoides","Nymphoides humboldtiana",1,NA
"Austrobaileyales","Illiciaceae","Illicium","Illicium floridanum",1,2005
"Bonnemaisoniales","Bonnemaisoniaceae","Bonnemaisonia","Bonnemaisonia hamifera",1,1980
"Boraginales","Boraginaceae","Amsinckia","Amsinckia lycopsoides",1,1903
"Boraginales","Boraginaceae","Cordia","Cordia dichotoma",1,1982
"Boraginales","Boraginaceae","Cynoglossum","Cynoglossum boreale",1,1916
"Boraginales","Boraginaceae","Heliotropium","Heliotropium peruvianum",1,1898
"Boraginales","Boraginaceae","Mertensia","Mertensia virginica",1,1978
"Boraginales","Boraginaceae","Myosotis","Myosotis sylvatica",1,2001
"Boraginales","Boraginaceae","Omphalodes","Omphalodes linifolia",1,1897
"Boraginales","Boraginaceae","Pulmonaria","Pulmonaria saccharata",1,1936
"Boraginales","Boraginaceae","Symphytum","Symphytum asperrimum",1,1901
"Brassicales","Brassicaceae","Arabidopsis","Arabidopsis lyrata",1,2014
"Brassicales","Brassicaceae","Arabis","Arabis alpina",1,1932
"Brassicales","Brassicaceae","Arabis","Arabis brachycarpa",1,1902
"Brassicales","Brassicaceae","Arabis","Arabis perfoliata",1,1879
"Brassicales","Brassicaceae","Armoracia","Armoracia rusticana",1,1998
"Brassicales","Brassicaceae","Brassica","Brassica tenuifolia",1,1975
"Brassicales","Brassicaceae","Bunias","Bunias orientalis",1,1989
"Brassicales","Brassicaceae","Bursa","Bursa bursa-pastoris",1,1904
"Brassicales","Brassicaceae","Camelina","Camelina sativa",1,1892
"Brassicales","Brassicaceae","Cardamine","Cardamine angustata",1,1992
"Brassicales","Brassicaceae","Cardamine","Cardamine arenicola",1,1894
"Brassicales","Brassicaceae","Cardamine","Cardamine incisa",1,1903
"Brassicales","Brassicaceae","Cardamine","Cardamine pratensis var. palustris",1,1953
"Brassicales","Brassicaceae","Dentaria","Dentaria incisifolia",1,1903
"Brassicales","Brassicaceae","Dentaria","Dentaria multifida",1,1976
"Brassicales","Brassicaceae","Descurainia","Descurainia incisa",1,1910
"Brassicales","Brassicaceae","Descurainia","Descurainia pinnata",1,1967
"Brassicales","Brassicaceae","Draba","Draba arabisans",1,1958
"Brassicales","Brassicaceae","Draba","Draba incana",1,NA
"Brassicales","Brassicaceae","Eruca","Eruca sativa",1,1917
"Brassicales","Brassicaceae","Erysimum","Erysimum arkansanum",1,1870
"Brassicales","Brassicaceae","Erysimum","Erysimum asperum var. arkansanum",1,1897
"Brassicales","Brassicaceae","Iberis","Iberis sempervirens",1,1996
"Brassicales","Brassicaceae","Lepidium","Lepidium intermedium",1,1906
"Brassicales","Brassicaceae","Senebiera","Senebiera didyma",1,NA
"Brassicales","Brassicaceae","Sisymbrium","Sisymbrium canescens",1,NA
"Brassicales","Brassicaceae","Sisymbrium","Sisymbrium incisum",1,1913
"Brassicales","Brassicaceae","Thlaspi","Thlaspi campestre",1,1948
"Brassicales","Capparaceae","Polanisia","Polanisia trachysperma",1,1906
"Brassicales","Moringaceae","Moringa","Moringa oleifera",1,2005
"Brassicales","Resedaceae","Reseda","Reseda luteola",1,1879
"Brassicales","Tropaeolaceae","Tropaeolum","Tropaeolum peregrinum",1,1970
"Buxales","Buxaceae","Pachysandra","Pachysandra procumbens",1,2001
"Caryophyllales","Amaranthaceae","Acnida","Acnida altissima",1,1998
"Caryophyllales","Amaranthaceae","Alternanthera","Alternanthera amoena",1,1969
"Caryophyllales","Amaranthaceae","Alternanthera","Alternanthera ficoidea",1,2005
"Caryophyllales","Amaranthaceae","Amaranthus","Amaranthus viridis",1,1984
"Caryophyllales","Amaranthaceae","Bassia","Bassia hirsuta",1,1980
"Caryophyllales","Amaranthaceae","Chenopodium","Chenopodium capitatum",1,1942
"Caryophyllales","Amaranthaceae","Chenopodium","Chenopodium polyspermum",1,1901
"Caryophyllales","Amaranthaceae","Chenopodium","Chenopodium pumilio",1,2006
"Caryophyllales","Amaranthaceae","Salsola","Salsola pestifer",1,1943
"Caryophyllales","Cactaceae","Hatiora","Hatiora salicornioides",1,1968
"Caryophyllales","Cactaceae","Opuntia","Opuntia compressa",1,1996
"Caryophyllales","Cactaceae","Pereskia","Pereskia grandifolia",1,1990
"Caryophyllales","Caryophyllaceae","Arenaria","Arenaria leptoclados",1,1928
"Caryophyllales","Caryophyllaceae","Cerastium","Cerastium graminifolium",1,1977
"Caryophyllales","Caryophyllaceae","Cerastium","Cerastium longepedunculatum",1,1904
"Caryophyllales","Caryophyllaceae","Cerastium","Cerastium pumilum",1,2011
"Caryophyllales","Caryophyllaceae","Lychnis","Lychnis alba",1,1938
"Caryophyllales","Caryophyllaceae","Lychnis","Lychnis githago",1,1898
"Caryophyllales","Caryophyllaceae","Lychnis","Lychnis viscaria",1,1941
"Caryophyllales","Caryophyllaceae","Paronychia","Paronychia dichotoma",1,1894
"Caryophyllales","Caryophyllaceae","Paronychia","Paronychia fastigiata",1,1916
"Caryophyllales","Caryophyllaceae","Petrorhagia","Petrorhagia saxifraga",1,2000
"Caryophyllales","Caryophyllaceae","Saponaria","Saponaria vaccaria",1,1901
"Caryophyllales","Caryophyllaceae","Silene","Silene douglasii",1,1936
"Caryophyllales","Caryophyllaceae","Silene","Silene gallica",1,1931
"Caryophyllales","Caryophyllaceae","Silene","Silene inflata",1,1899
"Caryophyllales","Caryophyllaceae","Silene","Silene pratensis",1,1981
"Caryophyllales","Caryophyllaceae","Silene","Silene vespertina",1,1903
"Caryophyllales","Caryophyllaceae","Spergularia","Spergularia maritima",1,2001
"Caryophyllales","Caryophyllaceae","Spergularia","Spergularia media",1,1980
"Caryophyllales","Caryophyllaceae","Tunica","Tunica saxifraga",1,1932
"Caryophyllales","Nepenthaceae","Nepenthes","Nepenthes alata",1,2010
"Caryophyllales","Nyctaginaceae","Mirabilis","Mirabilis longiflora",1,1897
"Caryophyllales","Nyctaginaceae","Oxybaphus","Oxybaphus linearis",1,1941
"Caryophyllales","Phytolaccaceae","Phytolacca","Phytolacca acinosa",1,1982
"Caryophyllales","Phytolaccaceae","Rivina","Rivina humilis",1,2005
"Caryophyllales","Plumbaginaceae","Ceratostigma","Ceratostigma plumbaginoides",1,1968
"Caryophyllales","Plumbaginaceae","Limonium","Limonium trichogonum",1,1939
"Caryophyllales","Polygonaceae","Fagopyrum","Fagopyrum fagopyrum",1,1906
"Caryophyllales","Polygonaceae","Fallopia","Fallopia cristata",1,2002
"Caryophyllales","Polygonaceae","Fallopia","Fallopia sachalinensis",1,2001
"Caryophyllales","Polygonaceae","Persicaria","Persicaria glabra",1,1998
"Caryophyllales","Polygonaceae","Polygonum","Polygonum atlanticum",1,1927
"Caryophyllales","Polygonaceae","Polygonum","Polygonum aubertii",1,1999
"Caryophyllales","Polygonaceae","Polygonum","Polygonum buxiforme",1,1944
"Caryophyllales","Polygonaceae","Polygonum","Polygonum careyi",1,1899
"Caryophyllales","Polygonaceae","Polygonum","Polygonum coccineum",1,1999
"Caryophyllales","Polygonaceae","Polygonum","Polygonum dumetorum",1,1865
"Caryophyllales","Polygonaceae","Reynoutria","Reynoutria japonica",1,1979
"Caryophyllales","Polygonaceae","Rumex","Rumex elongatus",1,1930
"Caryophyllales","Polygonaceae","Rumex","Rumex hastatulus",1,1973
"Caryophyllales","Polygonaceae","Rumex","Rumex hydrolapathum",1,1887
"Caryophyllales","Polygonaceae","Rumex","Rumex maritimus",1,1945
"Caryophyllales","Polygonaceae","Rumex","Rumex pallidus",1,1942
"Caryophyllales","Polygonaceae","Rumex","Rumex salicifolius",1,1910
"Caryophyllales","Tamaricaceae","Tamarix","Tamarix gallica",1,1921
"Caryophyllales","Tamaricaceae","Tamarix","Tamarix pentandra",1,1934
"Caryophyllales","Tamaricaceae","Tamarix","Tamarix ramosissima",1,2001
"Celastrales","Celastraceae","Celastrus","Celastrus articulatus",1,1939
"Celastrales","Celastraceae","Euonymus","Euonymus japonicus",1,2011
"Celastrales","Celastraceae","Euonymus","Euonymus radicans",1,1931
"Celastrales","Celastraceae","Tripterygium","Tripterygium regelii",1,NA
"Ceramiales","Ceramiaceae","Callithamnion","Callithamnion corymbosum",1,1957
"Ceramiales","Dasyaceae","Dasya","Dasya pedicellata",1,1957
"Ceramiales","Rhodomelaceae","Polysiphonia","Polysiphonia fucoides",1,2004
"Ceramiales","Rhodomelaceae","Polysiphonia","Polysiphonia lanosa",1,2004
"Cladophorales","Cladophoraceae","Cladophora","Cladophora flexuosa",1,1886
"Cladophorales","Cladophoraceae","Cladophora","Cladophora sericea",1,2001
"Cladophorales","Cladophoraceae","Rhizoclonium","Rhizoclonium tortuosum",1,1897
"Commelinales","Commelinaceae","Commelina","Commelina nudiflora",1,1898
"Commelinales","Commelinaceae","Tradescantia","Tradescantia pilosa",1,1948
"Commelinales","Commelinaceae","Tradescantia","Tradescantia reflexa",1,1912
"Commelinales","Haemodoraceae","Lachnanthes","Lachnanthes caroliana",1,1981
"Cornales","Cornaceae","Cornus","Cornus candidissima",1,1905
"Cornales","Cornaceae","Cornus","Cornus sanguinea",1,1900
"Cornales","Hydrangeaceae","Deutzia","Deutzia crenata",1,1911
"Cornales","Hydrangeaceae","Deutzia","Deutzia sieboldiana",1,1938
"Crossosomatales","Staphyleaceae","Staphylea","Staphylea trifoliata",1,1927
"Cucurbitales","Cucurbitaceae","Citrullus","Citrullus lanatus",1,1998
"Cucurbitales","Cucurbitaceae","Citrullus","Citrullus vulgaris",1,1893
"Cucurbitales","Cucurbitaceae","Sechium","Sechium edule",1,1968
"Cupressales","Cephalotaxaceae","Cephalotaxus","Cephalotaxus fortunei",1,1979
"Cupressales","Cupressaceae","Calocedrus","Calocedrus decurrens",1,1979
"Cupressales","Cupressaceae","Juniperus","Juniperus scopulorum",1,1979
"Cupressales","Cupressaceae","Juniperus","Juniperus squamata",1,1932
"Cupressales","Cupressaceae","Thuja","Thuja standishii",1,1932
"Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia viridis",1,1894
"Dioscoreales","Dioscoreaceae","Dioscorea","Dioscorea oppositifolia",1,2003
"Dipsacales","Adoxaceae","Sambucus","Sambucus nigra",1,1914
"Dipsacales","Adoxaceae","Viburnum","Viburnum fragrans",1,1975
"Dipsacales","Adoxaceae","Viburnum","Viburnum suspensum",1,1960
"Dipsacales","Caprifoliaceae","Diervilla","Diervilla canadensis",1,1977
"Dipsacales","Caprifoliaceae","Diervilla","Diervilla florida",1,1927
"Dipsacales","Caprifoliaceae","Lonicera","Lonicera glauca",1,1896
"Dipsacales","Caprifoliaceae","Lonicera","Lonicera oblongifolia",1,2011
"Dipsacales","Caprifoliaceae","Lonicera","Lonicera ruprechtiana",1,1933
"Dipsacales","Caprifoliaceae","Lonicera","Lonicera standishii",1,1932
"Dipsacales","Caprifoliaceae","Symphoricarpos","Symphoricarpos symphoricarpos",1,1904
"Dipsacales","Caprifoliaceae","Valeriana","Valeriana sylvatica",1,1892
"Dipsacales","Caprifoliaceae","Valerianella","Valerianella locusta",1,NA
"Dipsacales","Dipsacaceae","Dipsacus","Dipsacus fullonum",1,1905
"Dipsacales","Dipsacaceae","Dipsacus","Dipsacus laciniatus",1,1994
"Ectocarpales","Acinetosporaceae","Pylaiella","Pylaiella littoralis",1,1899
"Ectocarpales","Ectocarpaceae","Ectocarpus","Ectocarpus siliculosus",1,1897
"Equisetales","Equisetaceae","Equisetum","Equisetum litorale",1,1976
"Equisetales","Equisetaceae","Equisetum","Equisetum palustre",1,2009
"Equisetales","Equisetaceae","Equisetum","Equisetum ramosissimum",1,2002
"Equisetales","Equisetaceae","Equisetum","Equisetum telmateia",1,2002
"Equisetales","Equisetaceae","Equisetum","Equisetum trachyodon",1,1990
"Ericales","Balsaminaceae","Impatiens","Impatiens fulva",1,1890
"Ericales","Clethraceae","Clethra","Clethra barbinervis",1,1985
"Ericales","Diapensiaceae","Pyxidanthera","Pyxidanthera barbulata",1,1905
"Ericales","Diapensiaceae","Shortia","Shortia galacifolia",1,1942
"Ericales","Empetraceae","Ceratiola","Ceratiola ericoides",1,1985
"Ericales","Ericaceae","Azalea","Azalea viscosa",1,1901
"Ericales","Ericaceae","Chiogenes","Chiogenes hispidula",1,1881
"Ericales","Ericaceae","Erica","Erica tetralix",1,1971
"Ericales","Ericaceae","Leiophyllum","Leiophyllum buxifolium",1,1932
"Ericales","Ericaceae","Monotropa","Monotropa hypopitys",1,1904
"Ericales","Ericaceae","Pyrola","Pyrola asarifolia",1,1906
"Ericales","Ericaceae","Rhododendron","Rhododendron bakeri",1,1981
"Ericales","Ericaceae","Rhododendron","Rhododendron brachycarpum",1,1981
"Ericales","Ericaceae","Rhododendron","Rhododendron luciferum",1,1981
"Ericales","Ericaceae","Rhododendron","Rhododendron minus",1,1981
"Ericales","Ericaceae","Rhododendron","Rhododendron mucronulatum",1,1981
"Ericales","Ericaceae","Rhododendron","Rhododendron ponticum",1,1992
"Ericales","Ericaceae","Rhododendron","Rhododendron prunifolium",1,1981
"Ericales","Ericaceae","Rhododendron","Rhododendron racemosum",1,1981
"Ericales","Ericaceae","Rhododendron","Rhododendron smirnowii",1,1968
"Ericales","Ericaceae","Rhododendron","Rhododendron vaseyi",1,1968
"Ericales","Ericaceae","Vaccinium","Vaccinium caespitosum",1,2011
"Ericales","Ericaceae","Vaccinium","Vaccinium nigrum",1,1907
"Ericales","Ericaceae","Vaccinium","Vaccinium uliginosum",1,1903
"Ericales","Myrsinaceae","Anagallis","Anagallis arvensis",1,1981
"Ericales","Myrsinaceae","Lysimachia","Lysimachia commixta",1,1892
"Ericales","Myrsinaceae","Lysimachia","Lysimachia fortunei",1,1959
"Ericales","Myrsinaceae","Lysimachia","Lysimachia hybrida",1,2004
"Ericales","Myrsinaceae","Trientalis","Trientalis americana",1,1904
"Ericales","Polemoniaceae","Collomia","Collomia grandiflora",1,1982
"Ericales","Polemoniaceae","Gilia","Gilia achilleifolia",1,1897
"Ericales","Polemoniaceae","Gilia","Gilia tricolor",1,1915
"Ericales","Polemoniaceae","Phlox","Phlox ovata",1,1973
"Ericales","Polemoniaceae","Phlox","Phlox stellaria",1,1907
"Ericales","Polemoniaceae","Phlox","Phlox stolonifera",1,1973
"Ericales","Polemoniaceae","Polemonium","Polemonium confertum",1,1936
"Ericales","Primulaceae","Lysimachia","Lysimachia clethroides",1,2001
"Ericales","Primulaceae","Primula","Primula obconica",1,1970
"Ericales","Primulaceae","Steironema","Steironema ciliatum",1,1892
"Ericales","Sarraceniaceae","Sarracenia","Sarracenia flava",1,1971
"Ericales","Styracaceae","Halesia","Halesia monticola",1,1980
"Ericales","Theaceae","Camellia","Camellia japonica",1,NA
"Ericales","Theaceae","Camellia","Camellia sasanqua",1,1967
"Fabales","Fabaceae","Amorpha","Amorpha canescens",1,1988
"Fabales","Fabaceae","Amorpha","Amorpha tennesseensis",1,1932
"Fabales","Fabaceae","Bituminaria","Bituminaria bituminosa",1,1985
"Fabales","Fabaceae","Calliandra","Calliandra haematocephala",1,1968
"Fabales","Fabaceae","Cassia","Cassia nictitans",1,1975
"Fabales","Fabaceae","Cercis","Cercis occidentalis",1,1999
"Fabales","Fabaceae","Cicer","Cicer arietinum",1,1910
"Fabales","Fabaceae","Cladrastis","Cladrastis kentukea",1,1985
"Fabales","Fabaceae","Desmodium","Desmodium acuminatum",1,1905
"Fabales","Fabaceae","Desmodium","Desmodium fernaldii",1,1993
"Fabales","Fabaceae","Desmodium","Desmodium laevigatum",1,1903
"Fabales","Fabaceae","Desmodium","Desmodium perplexum",1,1934
"Fabales","Fabaceae","Desmodium","Desmodium sessilifolium",1,1931
"Fabales","Fabaceae","Desmodium","Desmodium strictum",1,1903
