"order","family","genus","scientificName","specimens","lastcollected"
"Asterales","Asteraceae","Solidago","Solidago uliginosa",24,1998
"Asterales","Asteraceae","Tanacetum","Tanacetum vulgare",24,2008
"Asterales","Asteraceae","Tragopogon","Tragopogon pratensis",24,2001
"Asterales","Campanulaceae","Lobelia","Lobelia kalmii",24,2003
"Caryophyllales","Caryophyllaceae","Spergularia","Spergularia marina",24,2008
"Celastrales","Celastraceae","Euonymus","Euonymus europaeus",24,2013
"Dipsacales","Adoxaceae","Viburnum","Viburnum nudum",24,2011
"Ericales","Ericaceae","Vaccinium","Vaccinium pallidum",24,2003
"Fabales","Fabaceae","Lathyrus","Lathyrus latifolius",24,2012
"Fagales","Juglandaceae","Carya","Carya cordiformis",24,2011
"Fagales","Juglandaceae","Juglans","Juglans cinerea",24,2010
"Gentianales","Gentianaceae","Sabatia","Sabatia stellaris",24,1994
"Lamiales","Lamiaceae","Agastache","Agastache scrophulariaefolia",24,2002
"Lamiales","Lamiaceae","Mentha","Mentha piperita",24,2003
"Malpighiales","Euphorbiaceae","Acalypha","Acalypha gracilens",24,1998
"Malpighiales","Salicaceae","Salix","Salix tristis",24,1985
"Oxalidales","Oxalidaceae","Oxalis","Oxalis violacea",24,2001
"Poales","Cyperaceae","Carex","Carex foenea",24,2003
"Poales","Cyperaceae","Carex","Carex tuckermanii",24,2001
"Poales","Cyperaceae","Eleocharis","Eleocharis palustris",24,2014
"Poales","Cyperaceae","Eleocharis","Eleocharis tuberculosa",24,1993
"Poales","Cyperaceae","Schoenoplectus","Schoenoplectus maritimus",24,1983
"Poales","Juncaceae","Juncus","Juncus articulatus",24,2003
"Poales","Poaceae","Agrostis","Agrostis scabra",24,1998
"Poales","Poaceae","Eragrostis","Eragrostis megastachya",24,1991
"Poales","Poaceae","Oryzopsis","Oryzopsis asperifolia",24,1999
"Poales","Poaceae","Poa","Poa angustifolia",24,1963
"Ranunculales","Berberidaceae","Podophyllum","Podophyllum peltatum",24,2003
"Ranunculales","Ranunculaceae","Cimicifuga","Cimicifuga racemosa",24,1992
"Rosales","Rosaceae","Agrimonia","Agrimonia parviflora",24,2002
"Rosales","Ulmaceae","Ulmus","Ulmus fulva",24,1948
"Rosales","Ulmaceae","Ulmus","Ulmus rubra",24,2004
"Rosales","Urticaceae","Parietaria","Parietaria pensylvanica",24,2003
"Sapindales","Anacardiaceae","Rhus","Rhus copallina",24,1993
"Saxifragales","Saxifragaceae","Mitella","Mitella nuda",24,2005
"Solanales","Convolvulaceae","Calystegia","Calystegia sepium",24,2001
"Asparagales","Iridaceae","Sisyrinchium","Sisyrinchium mucronatum",23,2002
"Asparagales","Orchidaceae","Corallorhiza","Corallorhiza maculata",23,1996
"Asparagales","Orchidaceae","Spiranthes","Spiranthes vernalis",23,1990
"Asterales","Asteraceae","Anthemis","Anthemis cotula",23,2002
"Asterales","Asteraceae","Helianthus","Helianthus tuberosus",23,2008
"Asterales","Asteraceae","Sericocarpus","Sericocarpus asteroides",23,2002
"Asterales","Asteraceae","Silphium","Silphium perfoliatum",23,2006
"Asterales","Asteraceae","Solidago","Solidago squarrosa",23,2002
"Boraginales","Boraginaceae","Hackelia","Hackelia virginiana",23,1998
"Brassicales","Brassicaceae","Cardamine","Cardamine hirsuta",23,2013
"Brassicales","Brassicaceae","Lepidium","Lepidium latifolium",23,2001
"Brassicales","Brassicaceae","Nasturtium","Nasturtium officinale",23,2003
"Cupressales","Cupressaceae","Chamaecyparis","Chamaecyparis obtusa",23,1980
"Dipsacales","Caprifoliaceae","Lonicera","Lonicera sempervirens",23,2001
"Ericales","Ericaceae","Gaylussacia","Gaylussacia dumosa",23,2011
"Fabales","Fabaceae","Gleditsia","Gleditsia triacanthos",23,2009
"Fabales","Fabaceae","Trifolium","Trifolium repens",23,2011
"Fabales","Polygalaceae","Polygala","Polygala nuttallii",23,2006
"Fagales","Betulaceae","Betula","Betula lutea",23,1991
"Fagales","Fagaceae","Quercus","Quercus bicolor",23,2003
"Lamiales","Scrophulariaceae","Scrophularia","Scrophularia marilandica",23,2002
"Lamiales","Scrophulariaceae","Veronica","Veronica peregrina",23,2001
"Liliales","Liliaceae","Lilium","Lilium superbum",23,1996
"Lycopodiales","Lycopodiaceae","Lycopodiella","Lycopodiella inundata",23,1997
"Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia esula",23,2013
"Malpighiales","Salicaceae","Populus","Populus deltoides",23,2008
"Malvales","Cistaceae","Lechea","Lechea tenuifolia",23,1996
"Pinales","Pinaceae","Pinus","Pinus resinosa",23,1998
"Poales","Cyperaceae","Carex","Carex brunnescens",23,1999
"Poales","Cyperaceae","Carex","Carex conoidea",23,1990
"Poales","Cyperaceae","Carex","Carex hormathodes",23,1991
"Poales","Cyperaceae","Rhynchospora","Rhynchospora glomerata",23,1966
"Poales","Cyperaceae","Schoenoplectus","Schoenoplectus americanus",23,1995
"Poales","Poaceae","Andropogon","Andropogon virginicus",23,1998
"Poales","Poaceae","Arrhenatherum","Arrhenatherum elatius",23,1999
"Poales","Poaceae","Bromus","Bromus kalmii",23,1992
"Poales","Poaceae","Bromus","Bromus latiglumis",23,1983
"Poales","Poaceae","Muhlenbergia","Muhlenbergia tenuiflora",23,1998
"Poales","Xyridaceae","Xyris","Xyris caroliniana",23,1997
"Ranunculales","Papaveraceae","Dicentra","Dicentra canadensis",23,1999
"Rosales","Rosaceae","Potentilla","Potentilla norvegica",23,1990
"Sapindales","Aceraceae","Acer","Acer pseudoplatanus",23,2003
"","Ruscaceae","Maianthemum","Maianthemum trifolia",22,1998
"Apiales","Apiaceae","Angelica","Angelica atropurpurea",22,2003
"Apiales","Apiaceae","Osmorhiza","Osmorhiza claytonii",22,2014
"Asparagales","Orchidaceae","Habenaria","Habenaria clavellata",22,1998
"Asterales","Asteraceae","Antennaria","Antennaria fallax",22,1940
"Asterales","Asteraceae","Bidens","Bidens discoidea",22,2006
"Asterales","Asteraceae","Hieracium","Hieracium canadense",22,1990
"Asterales","Asteraceae","Hieracium","Hieracium florentinum",22,1990
"Asterales","Asteraceae","Pluchea","Pluchea purpurascens",22,1990
"Asterales","Asteraceae","Rudbeckia","Rudbeckia triloba",22,1994
"Boraginales","Boraginaceae","Myosotis","Myosotis virginiana",22,1954
"Brassicales","Brassicaceae","Rorippa","Rorippa palustris",22,2010
"Caryophyllales","Amaranthaceae","Chenopodium","Chenopodium hybridum",22,1981
"Caryophyllales","Nyctaginaceae","Mirabilis","Mirabilis nyctaginea",22,2002
"Caryophyllales","Portulacaceae","Claytonia","Claytonia caroliniana",22,2001
"Ericales","Ericaceae","Andromeda","Andromeda glaucophylla",22,2002
"Ericales","Ericaceae","Vaccinium","Vaccinium pensylvanicum",22,1948
"Fabales","Fabaceae","Lespedeza","Lespedeza procumbens",22,1995
"Fabales","Fabaceae","Lespedeza","Lespedeza violacea",22,1998
"Fabales","Fabaceae","Medicago","Medicago sativa",22,1990
"Fabales","Fabaceae","Melilotus","Melilotus officinalis",22,1998
"Lamiales","Lamiaceae","Ajuga","Ajuga reptans",22,1997
"Lamiales","Lamiaceae","Hedeoma","Hedeoma hispida",22,2002
"Lamiales","Lamiaceae","Pycnanthemum","Pycnanthemum incanum",22,2001
"Lamiales","Plantaginaceae","Gratiola","Gratiola virginiana",22,1974
"Lamiales","Plantaginaceae","Penstemon","Penstemon hirsutus",22,1993
"Myrtales","Lythraceae","Rotala","Rotala ramosior",22,1991
"Pinales","Pinaceae","Larix","Larix laricina",22,2014
"Poales","Cyperaceae","Carex","Carex bebbii",22,1937
"Poales","Cyperaceae","Carex","Carex hirtifolia",22,1998
"Poales","Cyperaceae","Carex","Carex retroflexa",22,1995
"Poales","Cyperaceae","Carex","Carex sparganioides",22,1998
"Poales","Cyperaceae","Carex","Carex tenera",22,1997
"Poales","Cyperaceae","Cyperus","Cyperus diandrus",22,1998
"Poales","Cyperaceae","Schoenoplectus","Schoenoplectus torreyi",22,2000
"Poales","Cyperaceae","Scirpus","Scirpus sylvaticus",22,1939
"Poales","Poaceae","Agrostis","Agrostis capillaris",22,2011
"Poales","Poaceae","Muhlenbergia","Muhlenbergia frondosa",22,2001
"Proteales","Platanaceae","Platanus","Platanus occidentalis",22,1998
"Ranunculales","Lardizabalaceae","Akebia","Akebia quinata",22,2006
"Ranunculales","Ranunculaceae","Ranunculus","Ranunculus micranthus",22,2004
"Ranunculales","Ranunculaceae","Thalictrum","Thalictrum revolutum",22,2003
"Rosales","Rhamnaceae","Rhamnus","Rhamnus alnifolia",22,1998
"Rosales","Rosaceae","Rosa","Rosa rugosa",22,2009
"Rosales","Urticaceae","Urtica","Urtica dioica",22,2003
"Saxifragales","Grossulariaceae","Ribes","Ribes sativum",22,1998
"Saxifragales","Saxifragaceae","Heuchera","Heuchera americana",22,2003
"Solanales","Convolvulaceae","Convolvulus","Convolvulus sepium",22,1990
"Alismatales","Alismataceae","Sagittaria","Sagittaria rigida",21,2000
"Alismatales","Alismataceae","Sagittaria","Sagittaria subulata",21,2009
"Alismatales","Araceae","Arisaema","Arisaema dracontium",21,2005
"Alismatales","Lemnaceae","Spirodela","Spirodela polyrhiza",21,2007
"Apiales","Apiaceae","Heracleum","Heracleum lanatum",21,2009
"Apiales","Apiaceae","Pastinaca","Pastinaca sativa",21,2009
"Apiales","Araliaceae","Hydrocotyle","Hydrocotyle umbellata",21,2009
"Asparagales","Orchidaceae","Goodyera","Goodyera tesselata",21,2008
"Asparagales","Orchidaceae","Liparis","Liparis loeselii",21,1998
"Asterales","Asteraceae","Aster","Aster dumosus",21,2005
"Asterales","Asteraceae","Baccharis","Baccharis halimifolia",21,2011
"Asterales","Asteraceae","Cirsium","Cirsium discolor",21,2000
"Asterales","Asteraceae","Galinsoga","Galinsoga parviflora",21,1980
"Asterales","Asteraceae","Gnaphalium","Gnaphalium obtusifolium",21,2002
"Asterales","Asteraceae","Gnaphalium","Gnaphalium uliginosum",21,1993
"Asterales","Asteraceae","Helianthus","Helianthus strumosus",21,2000
"Brassicales","Brassicaceae","Arabis","Arabis glabra",21,2001
"Caryophyllales","Caryophyllaceae","Dianthus","Dianthus deltoides",21,2011
"Cucurbitales","Cucurbitaceae","Sicyos","Sicyos angulatus",21,1998
"Dipsacales","Caprifoliaceae","Triosteum","Triosteum perfoliatum",21,1993
"Ericales","Balsaminaceae","Impatiens","Impatiens pallida",21,2008
"Ericales","Primulaceae","Lysimachia","Lysimachia terrestris",21,2007
"Fabales","Fabaceae","Desmodium","Desmodium marilandicum",21,2003
"Fagales","Fagaceae","Quercus","Quercus muhlenbergii",21,1996
"Fagales","Juglandaceae","Carya","Carya ovalis",21,2011
"Lamiales","Bignoniaceae","Catalpa","Catalpa bignonioides",21,2011
"Lamiales","Lamiaceae","Galeopsis","Galeopsis tetrahit",21,2001
"Lamiales","Plantaginaceae","Penstemon","Penstemon digitalis",21,1993
"Lamiales","Plantaginaceae","Penstemon","Penstemon laevigatus",21,1948
"Lamiales","Scrophulariaceae","Verbascum","Verbascum phlomoides",21,2007
"Malpighiales","Linaceae","Linum","Linum sulcatum",21,1998
"Malpighiales","Salicaceae","Populus","Populus heterophylla",21,2003
"Ophioglossales","Ophioglossaceae","Botrychium","Botrychium lanceolatum",21,1997
"Poales","Cyperaceae","Carex","Carex bicknellii",21,2003
"Poales","Cyperaceae","Carex","Carex formosa",21,2001
"Poales","Cyperaceae","Carex","Carex lacustris",21,1998
"Poales","Cyperaceae","Carex","Carex limosa",21,2002
"Poales","Cyperaceae","Carex","Carex retrorsa",21,2000
"Poales","Cyperaceae","Carex","Carex sprengelii",21,2001
"Poales","Cyperaceae","Carex","Carex sterilis",21,2006
"Poales","Cyperaceae","Carex","Carex torta",21,1992
"Poales","Cyperaceae","Schoenoplectus","Schoenoplectus fluviatilis",21,1998
"Poales","Cyperaceae","Scirpus","Scirpus polyphyllus",21,2004
"Poales","Poaceae","Aristida","Aristida purpurascens",21,2001
"Poales","Poaceae","Bromus","Bromus secalinus",21,1998
"Poales","Poaceae","Glyceria","Glyceria nervata",21,1940
"Poales","Poaceae","Glyceria","Glyceria obtusa",21,1991
"Poales","Poaceae","Glyceria","Glyceria pallida",21,1991
"Poales","Poaceae","Hordeum","Hordeum jubatum",21,1993
"Poales","Poaceae","Muhlenbergia","Muhlenbergia glomerata",21,1996
"Poales","Poaceae","Panicum","Panicum dichotomum",21,2001
"Poales","Poaceae","Setaria","Setaria glauca",21,2007
"Poales","Poaceae","Spartina","Spartina cynosuroides",21,1998
"Poales","Poaceae","Triplasis","Triplasis purpurea",21,1999
"Poales","Typhaceae","Sparganium","Sparganium eurycarpum",21,1997
"Rosales","Rosaceae","Agrimonia","Agrimonia striata",21,2012
"Rosales","Rosaceae","Amelanchier","Amelanchier arborea",21,2011
"Rosales","Rosaceae","Rubus","Rubus idaeus",21,2011
"Saxifragales","Grossulariaceae","Ribes","Ribes americanum",21,2008
"Solanales","Convolvulaceae","Convolvulus","Convolvulus arvensis",21,1991
"","Ruscaceae","Polygonatum","Polygonatum commutatum",20,1984
"","Ruscaceae","Smilacina","Smilacina stellata",20,2000
"Alismatales","Potamogetonaceae","Potamogeton","Potamogeton obtusifolius",20,2009
"Apiales","Araliaceae","Panax","Panax quinquefolius",20,2008
"Asterales","Asteraceae","Centaurea","Centaurea nigra",20,1987
"Asterales","Asteraceae","Cirsium","Cirsium arvense",20,2013
"Asterales","Asteraceae","Cirsium","Cirsium pumilum",20,1998
"Asterales","Asteraceae","Inula","Inula helenium",20,1993
"Brassicales","Brassicaceae","Arabis","Arabis drummondii",20,2002
"Brassicales","Brassicaceae","Cardamine","Cardamine laciniata",20,1984
"Brassicales","Brassicaceae","Sisymbrium","Sisymbrium officinale",20,2000
"Caryophyllales","Amaranthaceae","Amaranthus","Amaranthus retroflexus",20,1993
"Caryophyllales","Caryophyllaceae","Lychnis","Lychnis dioica",20,2004
"Dipsacales","Adoxaceae","Viburnum","Viburnum prunifolium",20,2008
"Ericales","Ericaceae","Rhododendron","Rhododendron roseum",20,2000
"Ericales","Myrsinaceae","Lysimachia","Lysimachia nummularia",20,2013
"Fabales","Fabaceae","Robinia","Robinia hispida",20,2003
"Gentianales","Rubiaceae","Galium","Galium obtusum",20,2005
"Lamiales","Lamiaceae","Mentha","Mentha spicata",20,2003
"Lamiales","Lamiaceae","Scutellaria","Scutellaria galericulata",20,2006
"Lamiales","Lentibulariaceae","Utricularia","Utricularia cornuta",20,2002
"Lamiales","Phrymaceae","Mimulus","Mimulus alatus",20,2005
"Lamiales","Scrophulariaceae","Veronica","Veronica anagallis-aquatica",20,2005
"Malpighiales","Hypericaceae","Triadenum","Triadenum virginicum",20,2011
"Malvales","Malvaceae","Malva","Malva moschata",20,1993
"Myrtales","Onagraceae","Chamerion","Chamerion angustifolium",20,1986
"Pinales","Pinaceae","Pinus","Pinus sylvestris",20,2008
"Poales","Cyperaceae","Eleocharis","Eleocharis intermedia",20,2007
"Poales","Cyperaceae","Scirpus","Scirpus pedicellatus",20,1989
"Poales","Poaceae","Echinochloa","Echinochloa walteri",20,1997
"Poales","Poaceae","Eragrostis","Eragrostis frankii",20,2002
"Poales","Poaceae","Eragrostis","Eragrostis hypnoides",20,2002
"Poales","Poaceae","Glyceria","Glyceria melicaria",20,1998
"Poales","Poaceae","Muhlenbergia","Muhlenbergia uniflora",20,2003
"Poales","Poaceae","Poa","Poa annua",20,1998
"Poales","Poaceae","Schizachne","Schizachne purpurascens",20,2005
"Poales","Poaceae","Sphenopholis","Sphenopholis nitida",20,2003
"Poales","Poaceae","Sporobolus","Sporobolus heterolepis",20,1990
"Rosales","Rosaceae","Drymocallis","Drymocallis arguta",20,2002
"Rosales","Rosaceae","Geum","Geum virginianum",20,1998
"Rosales","Rosaceae","Rosa","Rosa humilis",20,1945
"Rosales","Rosaceae","Rubus","Rubus bigelovianus",20,1937
"Rosales","Urticaceae","Urtica","Urtica gracilis",20,1995
"Vitales","Vitaceae","Ampelopsis","Ampelopsis brevipedunculata",20,2013
"Asparagales","Orchidaceae","Arethusa","Arethusa bulbosa",19,1980
"Asparagales","Orchidaceae","Platanthera","Platanthera clavellata",19,1992
"Asterales","Asteraceae","Erigeron","Erigeron canadensis",19,1990
"Asterales","Asteraceae","Eupatorium","Eupatorium rotundifolium",19,1998
"Asterales","Asteraceae","Matricaria","Matricaria matricarioides",19,2009
"Asterales","Asteraceae","Symphyotrichum","Symphyotrichum ericoides",19,1998
"Asterales","Asteraceae","Taraxacum","Taraxacum erythrospermum",19,1987
"Brassicales","Brassicaceae","Arabis","Arabis hirsuta",19,1985
"Caryophyllales","Caryophyllaceae","Minuartia","Minuartia stricta",19,1992
"Cupressales","Cupressaceae","Juniperus","Juniperus chinensis",19,1980
"Dipsacales","Caprifoliaceae","Lonicera","Lonicera tatarica",19,2006
"Dipsacales","Caprifoliaceae","Symphoricarpos","Symphoricarpos racemosus",19,1940
"Dipsacales","Dipsacaceae","Knautia","Knautia arvensis",19,2013
"Ericales","Myrsinaceae","Lysimachia","Lysimachia arvensis",19,1934
"Fabales","Fabaceae","Lathyrus","Lathyrus maritimus",19,1999
"Fabales","Fabaceae","Lespedeza","Lespedeza frutescens",19,1948
"Gentianales","Apocynaceae","Apocynum","Apocynum medium",19,1990
"Lamiales","Lamiaceae","Lamium","Lamium amplexicaule",19,2006
"Lamiales","Lamiaceae","Monarda","Monarda didyma",19,1949
"Lamiales","Lamiaceae","Nepeta","Nepeta cataria",19,2001
"Lamiales","Oleaceae","Ligustrum","Ligustrum obtusifolium",19,2011
"Lamiales","Scrophulariaceae","Scrophularia","Scrophularia leporella",19,1948
"Lamiales","Scrophulariaceae","Veronicastrum","Veronicastrum virginicum",19,1993
"Malpighiales","Euphorbiaceae","Chamaesyce","Chamaesyce maculata",19,1993
"Poales","Cyperaceae","Carex","Carex aestivalis",19,1999
"Poales","Cyperaceae","Carex","Carex bullata",19,1974
"Poales","Cyperaceae","Carex","Carex emmonsii",19,1989
"Poales","Cyperaceae","Carex","Carex gynandra",19,2010
"Poales","Cyperaceae","Carex","Carex interior",19,1998
"Poales","Cyperaceae","Carex","Carex projecta",19,1998
"Poales","Poaceae","Aira","Aira caryophyllea",19,2006
"Poales","Poaceae","Aristida","Aristida longespica",19,2006
"Poales","Poaceae","Eleusine","Eleusine indica",19,2010
"Poales","Poaceae","Panicum","Panicum lindheimeri",19,1940
"Poales","Poaceae","Panicum","Panicum philadelphicum",19,1957
"Poales","Poaceae","Paspalum","Paspalum setaceum",19,2004
"Poales","Xyridaceae","Xyris","Xyris smalliana",19,2005
"Ranunculales","Ranunculaceae","Anemone","Anemone americana",19,2014
"Ranunculales","Ranunculaceae","Hepatica","Hepatica americana",19,1989
"Rosales","Rosaceae","Agrimonia","Agrimonia pubescens",19,1995
"Rosales","Rosaceae","Geum","Geum flavum",19,1936
"Rosales","Rosaceae","Physocarpus","Physocarpus opulifolius",19,2002
"Rosales","Rosaceae","Pyrus","Pyrus arbutifolia",19,1983
"Rosales","Rosaceae","Rubus","Rubus villosus",19,1941
"Alismatales","Alismataceae","Alisma","Alisma plantago-aquatica",18,2003
"Alismatales","Potamogetonaceae","Potamogeton","Potamogeton capillaceus",18,1966
"Apiales","Apiaceae","Sanicula","Sanicula gregaria",18,1992
"Asparagales","Asparagaceae","Asparagus","Asparagus officinalis",18,1998
"Asterales","Asteraceae","Artemisia","Artemisia caudata",18,1995
"Asterales","Asteraceae","Aster","Aster subulatus",18,2003
"Asterales","Asteraceae","Crepis","Crepis capillaris",18,2000
"Asterales","Asteraceae","Hypochoeris","Hypochoeris radicata",18,1987
"Caryophyllales","Amaranthaceae","Suaeda","Suaeda linearis",18,1994
"Caryophyllales","Caryophyllaceae","Cerastium","Cerastium arvense",18,1973
"Caryophyllales","Caryophyllaceae","Silene","Silene caroliniana",18,1997
"Caryophyllales","Caryophyllaceae","Stellaria","Stellaria longifolia",18,1994
"Caryophyllales","Plumbaginaceae","Limonium","Limonium nashii",18,2003
"Caryophyllales","Polygonaceae","Polygonum","Polygonum ramosissimum",18,1990
"Cornales","Cornaceae","Cornus","Cornus rugosa",18,1994
"Ericales","Ericaceae","Kalmia","Kalmia polifolia",18,2003
"Fagales","Betulaceae","Betula","Betula alleghaniensis",18,2012
"Gentianales","Apocynaceae","Vincetoxicum","Vincetoxicum nigrum",18,2001
"Lamiales","Bignoniaceae","Catalpa","Catalpa speciosa",18,2009
"Lamiales","Plantaginaceae","Plantago","Plantago virginica",18,2002
"Lamiales","Scrophulariaceae","Mimulus","Mimulus ringens",18,2000
"Liliales","Melanthiaceae","Chamaelirium","Chamaelirium luteum",18,1990
"Lycopodiales","Lycopodiaceae","Lycopodiella","Lycopodiella copelandii",18,1989
"Malpighiales","Violaceae","Viola","Viola pensylvanica",18,1985
"Malvales","Malvaceae","Abutilon","Abutilon theophrasti",18,2001
"Myrtales","Lythraceae","Trapa","Trapa natans",18,2012
"Myrtales","Onagraceae","Ludwigia","Ludwigia sphaerocarpa",18,1995
"Myrtales","Onagraceae","Oenothera","Oenothera perennis",18,2010
"Poales","Cyperaceae","Carex","Carex aurea",18,1993
"Poales","Cyperaceae","Carex","Carex bushii",18,2003
"Poales","Cyperaceae","Carex","Carex crawei",18,2004
"Poales","Cyperaceae","Carex","Carex flaccosperma",18,2002
"Poales","Cyperaceae","Carex","Carex laevivaginata",18,1998
"Poales","Cyperaceae","Carex","Carex oligocarpa",18,2004
"Poales","Cyperaceae","Carex","Carex seorsa",18,1983
"Poales","Cyperaceae","Cyperus","Cyperus inflexus",18,1998
"Poales","Cyperaceae","Eriophorum","Eriophorum tenellum",18,2002
"Poales","Cyperaceae","Scirpus","Scirpus atrocinctus",18,1957
"Poales","Poaceae","Aristida","Aristida tuberculosa",18,2000
"Poales","Poaceae","Eragrostis","Eragrostis pilosa",18,1945
"Poales","Poaceae","Lolium","Lolium perenne",18,2002
"Poales","Poaceae","Schizachyrium","Schizachyrium scoparium",18,2006
"Poales","Xyridaceae","Xyris","Xyris montana",18,2002
"Ranunculales","Ranunculaceae","Thalictrum","Thalictrum thalictroides",18,2014
"Rosales","Moraceae","Morus","Morus rubra",18,2000
"Rosales","Rosaceae","Crataegus","Crataegus crus-galli",18,2002
"Rosales","Rosaceae","Rosa","Rosa blanda",18,1980
"Rosales","Rosaceae","Rosa","Rosa virginiana",18,2010
"Rosales","Rosaceae","Rubus","Rubus honorus",18,1938
"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron toxicodendron",18,1941
"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron vernix",18,2007
"Sapindales","Hippocastanaceae","Aesculus","Aesculus hippocastanum",18,1995
"","Hemerocallidaceae","Hemerocallis","Hemerocallis fulva",17,2008
"Alismatales","Alismataceae","Sagittaria","Sagittaria engelmanniana",17,1999
"Alismatales","Lemnaceae","Wolffia","Wolffia columbiana",17,1998
"Alismatales","Potamogetonaceae","Stuckenia","Stuckenia pectinata",17,2008
"Apiales","Apiaceae","Aethusa","Aethusa cynapium",17,2009
"Apiales","Apiaceae","Carum","Carum carvi",17,2008
"Apiales","Araliaceae","Aralia","Aralia spinosa",17,2013
"Asterales","Asteraceae","Antennaria","Antennaria parlinii",17,1998
"Asterales","Asteraceae","Helenium","Helenium nudiflorum",17,1978
"Asterales","Asteraceae","Hieracium","Hieracium floribundum",17,1993
"Asterales","Asteraceae","Lapsana","Lapsana communis",17,2010
"Boraginales","Boraginaceae","Myosotis","Myosotis verna",17,2002
"Boraginales","Boraginaceae","Onosmodium","Onosmodium virginianum",17,1987
"Brassicales","Brassicaceae","Draba","Draba caroliniana",17,1931
"Brassicales","Brassicaceae","Erysimum","Erysimum cheiranthoides",17,2003
"Caryophyllales","Amaranthaceae","Cycloloma","Cycloloma atriplicifolium",17,2002
"Ericales","Balsaminaceae","Impatiens","Impatiens biflora",17,1990
"Ericales","Ericaceae","Gaultheria","Gaultheria hispidula",17,1997
"Fabales","Fabaceae","Desmodium","Desmodium glabellum",17,2003
"Fabales","Fabaceae","Desmodium","Desmodium glutinosum",17,1998
"Fabales","Fabaceae","Securigera","Securigera varia",17,2006
"Fabales","Fabaceae","Vicia","Vicia tetrasperma",17,2006
"Fabales","Polygalaceae","Polygala","Polygala cruciata",17,1982
"Fagales","Betulaceae","Betula","Betula pumila",17,1991
"Fagales","Fagaceae","Quercus","Quercus stellata",17,1996
"Gentianales","Apocynaceae","Asclepias","Asclepias amplexicaulis",17,1998
"Gentianales","Apocynaceae","Vinca","Vinca minor",17,2013
"Gentianales","Apocynaceae","Vincetoxicum","Vincetoxicum rossicum",17,2004
"Lamiales","Lamiaceae","Origanum","Origanum vulgare",17,1991
"Lamiales","Lamiaceae","Pycnanthemum","Pycnanthemum clinopodioides",17,2006
"Malpighiales","Violaceae","Viola","Viola tricolor",17,2002
"Malvales","Malvaceae","Hibiscus","Hibiscus palustris",17,1999
"Poales","Cyperaceae","Carex","Carex anceps",17,1938
"Poales","Cyperaceae","Carex","Carex grayi",17,1991
"Poales","Cyperaceae","Eleocharis","Eleocharis ovata",17,1998
"Poales","Cyperaceae","Rhynchospora","Rhynchospora fusca",17,1997
"Poales","Cyperaceae","Schoenoplectus","Schoenoplectus robustus",17,1990
"Poales","Juncaceae","Juncus","Juncus dichotomus",17,1997
"Poales","Poaceae","Dichanthelium","Dichanthelium meridionale",17,1957
"Poales","Poaceae","Elymus","Elymus hystrix",17,2009
"Poales","Poaceae","Elymus","Elymus trachycaulus",17,2007
"Poales","Poaceae","Glyceria","Glyceria acutiflora",17,2001
"Poales","Poaceae","Panicum","Panicum amarum",17,2007
"Poales","Poaceae","Paspalum","Paspalum pubescens",17,1932
"Poales","Poaceae","Sphenopholis","Sphenopholis obtusata",17,2002
"Ranunculales","Ranunculaceae","Anemone","Anemone canadensis",17,1998
"Rosales","Elaeagnaceae","Elaeagnus","Elaeagnus angustifolia",17,2002
"Rosales","Rosaceae","Prunus","Prunus avium",17,1999
"Rosales","Rosaceae","Rosa","Rosa rubiginosa",17,1941
"Rosales","Rosaceae","Rubus","Rubus semisetosus",17,1990
"Rosales","Rosaceae","Rubus","Rubus setosus",17,1938
"Rosales","Rosaceae","Rubus","Rubus triflorus",17,1933
"Rosales","Rosaceae","Sanguisorba","Sanguisorba canadensis",17,1990
"Sapindales","Aceraceae","Acer","Acer ginnala",17,2005
"","Ruscaceae","Convallaria","Convallaria majalis",16,2005
"Alismatales","Alismataceae","Alisma","Alisma subcordatum",16,2008
"Alismatales","Araceae","Arisaema","Arisaema stewardsonii",16,1996
"Alismatales","Ruppiaceae","Ruppia","Ruppia maritima",16,2009
"Apiales","Apiaceae","Lilaeopsis","Lilaeopsis chinensis",16,1996
"Asparagales","Iridaceae","Sisyrinchium","Sisyrinchium gramineum",16,1937
"Asparagales","Orchidaceae","Platanthera","Platanthera hookeri",16,1929
"Asterales","Asteraceae","Cirsium","Cirsium muticum",16,2002
"Asterales","Asteraceae","Hieracium","Hieracium praealtum",16,1985
"Asterales","Asteraceae","Lactuca","Lactuca scariola",16,1989
"Asterales","Asteraceae","Symphyotrichum","Symphyotrichum patens",16,1997
"Boraginales","Boraginaceae","Symphytum","Symphytum officinale",16,1990
"Caryophyllales","Caryophyllaceae","Spergularia","Spergularia rubra",16,2014
"Caryophyllales","Polygonaceae","Persicaria","Persicaria muhlenbergii",16,1933
"Caryophyllales","Polygonaceae","Polygonum","Polygonum erectum",16,1991
"Caryophyllales","Polygonaceae","Rumex","Rumex verticillatus",16,1995
"Dipsacales","Adoxaceae","Viburnum","Viburnum rafinesquianum",16,2001
"Dipsacales","Caprifoliaceae","Valeriana","Valeriana officinalis",16,2001
"Fabales","Fabaceae","Vicia","Vicia angustifolia",16,2002
"Gentianales","Gentianaceae","Gentianella","Gentianella quinquefolia",16,1997
